date,btc_price_usd,eth_price_usd,lpt_price_usd,btc_volume,eth_volume,lpt_volume,fear_greed_index
2022-05-21,29432.2265625,1974.518310546875,15.055076599121094,17274840442,8546822406,44317971,13.0
2022-05-22,30323.72265625,2043.170166015625,15.388372421264648,21631532270,10941123403,30404344,14.0
2022-05-23,29098.91015625,1972.181884765625,14.174630165100098,31483454557,16434529708,36763053,10.0
2022-05-24,29655.5859375,1978.9827880859375,13.629096031188965,26616506245,13057109007,37286376,12.0
2022-05-25,29562.361328125,1944.827880859375,13.32895565032959,27525063551,13364545730,33183551,11.0
2022-05-26,29267.224609375,1803.913330078125,12.136842727661133,36774325352,23458681818,33913585,12.0
2022-05-27,28627.57421875,1724.9228515625,12.05044937133789,36582005748,25470760032,36574554,12.0
2022-05-28,28814.900390625,1757.9417724609375,12.05639362335205,35519577634,23214777872,35101234,13.0
2022-05-29,29445.95703125,1812.031005859375,12.698015213012695,18093886409,10642556101,26997193,14.0
2022-05-30,31726.390625,1996.4412841796875,13.518135070800781,39277993274,19580808705,33247981,10.0
2022-05-31,31792.310546875,1942.3280029296875,12.849823951721191,33538210634,18363115560,35052125,16.0
2022-06-01,29799.080078125,1823.5693359375,12.172128677368164,41135817341,21037797760,38386978,17.0
2022-06-02,30467.48828125,1834.1505126953125,12.274264335632324,29083562061,17065041354,32080598,13.0
2022-06-03,29704.390625,1775.07861328125,12.016478538513184,26175547452,14878001811,26277858,10.0
2022-06-04,29832.9140625,1801.6094970703125,12.403348922729492,16588370958,8677951273,25746631,14.0
2022-06-05,29906.662109375,1805.2049560546875,12.340165138244629,17264085441,8850385937,27337581,10.0
2022-06-06,31370.671875,1859.2896728515625,12.598773956298828,31947336829,16518471852,28304276,13.0
2022-06-07,31155.478515625,1814.04833984375,12.116077423095703,40770974039,24020076750,34435300,15.0
2022-06-08,30214.35546875,1793.572265625,12.33680534362793,30242059107,18041476023,37620579,17.0
2022-06-09,30111.998046875,1789.8260498046875,12.062947273254395,21692004719,12013083393,41214223,11.0
2022-06-10,29083.8046875,1665.042236328125,11.223128318786621,29867476527,18504740451,30640602,13.0
2022-06-11,28360.810546875,1529.6634521484375,10.184586524963379,27246574439,21127089064,34595395,12.0
2022-06-12,26762.6484375,1445.216552734375,9.409956932067871,34163220274,23465074882,28281213,14.0
2022-06-13,22487.388671875,1204.582763671875,8.369038581848145,68204556440,45162788786,35795801,11.0
2022-06-14,22206.79296875,1211.662841796875,8.096824645996094,50913575242,33327826525,31017164,8.0
2022-06-15,22572.83984375,1233.2064208984375,8.430638313293457,54912007015,37539999450,29022371,7.0
2022-06-16,20381.650390625,1067.730712890625,7.12514591217041,31183975654,18907671369,22575072,7.0
2022-06-17,20471.482421875,1086.519287109375,7.7263031005859375,27132421514,14591486540,20077542,9.0
2022-06-18,19017.642578125,993.6367797851562,7.081860065460205,42009436760,21655406608,20648555,6.0
2022-06-19,20553.271484375,1127.656494140625,7.54780387878418,35329942625,21795481981,19439744,6.0
2022-06-20,20599.537109375,1127.6424560546875,8.082399368286133,30818458597,19739691429,21777421,9.0
2022-06-21,20710.59765625,1124.8245849609375,8.32481861114502,28970212744,15632089439,22753870,9.0
2022-06-22,19987.029296875,1051.421875,7.893570899963379,28574793478,15010593493,20914088,11.0
2022-06-23,21085.876953125,1143.38671875,8.638825416564941,26188097173,14657862919,19833813,11.0
2022-06-24,21231.65625,1226.8447265625,10.567106246948242,24957784918,16981552654,35305395,11.0
2022-06-25,21502.337890625,1243.4468994140625,9.615277290344238,18372538715,12481946184,25354096,14.0
2022-06-26,21027.294921875,1199.8316650390625,9.088088035583496,18027170497,12096607824,20814349,14.0
2022-06-27,20735.478515625,1193.6806640625,9.406087875366211,20965695707,12492225250,24790956,12.0
2022-06-28,20280.634765625,1144.5792236328125,9.092008590698242,21381535161,14023205651,23545264,10.0
2022-06-29,20104.0234375,1098.94384765625,10.339774131774902,23552740328,15386286815,43801975,13.0
2022-06-30,19784.7265625,1067.298828125,9.306642532348633,26267239923,16350755497,27139992,11.0
2022-07-01,19269.3671875,1059.767333984375,8.390813827514648,30767551159,17499453625,24563338,11.0
2022-07-02,19242.255859375,1066.5128173828125,8.325409889221191,18100418740,9935603640,19949172,14.0
2022-07-03,19297.076171875,1073.7669677734375,8.2006254196167,16390821947,8557248150,17491867,11.0
2022-07-04,20231.26171875,1151.05908203125,8.523344993591309,21594638208,13670889311,19494446,14.0
2022-07-05,20190.115234375,1134.541015625,8.339982986450195,26715546990,16195518291,20236766,19.0
2022-07-06,20548.24609375,1186.9739990234375,8.719038963317871,24598943708,15373536703,10228397,18.0
2022-07-07,21637.587890625,1237.5933837890625,8.989668846130371,25814972520,14230795894,15485935,18.0
2022-07-08,21731.1171875,1222.5062255859375,9.114354133605957,49899834488,16315929082,23704206,20.0
2022-07-09,21592.20703125,1216.978271484375,9.502776145935059,29641127858,8821353104,19872205,24.0
2022-07-10,20860.44921875,1168.401611328125,9.16522216796875,28688807249,10984558039,18669025,24.0
2022-07-11,19970.556640625,1097.236572265625,8.252785682678223,24150249025,12064180410,19861992,22.0
2022-07-12,19323.9140625,1038.191650390625,7.787723064422607,25810220018,12583282453,21853409,16.0
2022-07-13,20212.07421875,1113.587158203125,8.114302635192871,33042430345,18302588147,23193973,15.0
2022-07-14,20569.919921875,1191.5262451171875,8.27881908416748,31158743333,16688640823,20872057,18.0
2022-07-15,20836.328125,1233.129150390625,8.560050010681152,25905575359,17411448225,21896571,15.0
2022-07-16,21190.31640625,1352.62646484375,8.752279281616211,24302954056,18364013796,21009673,21.0
2022-07-17,20779.34375,1338.6357421875,9.076384544372559,22927802083,16079711737,22559166,24.0
2022-07-18,22485.689453125,1578.7178955078125,9.625351905822754,39974475562,27440420623,30253595,20.0
2022-07-19,23389.43359375,1542.9752197265625,9.737859725952148,48765202697,27753529276,27504456,30.0
2022-07-20,23231.732421875,1520.20068359375,9.019767761230469,42932549127,22942708340,24206366,31.0
2022-07-21,23164.62890625,1576.74951171875,9.224230766296387,33631012204,20009556587,22890059,34.0
2022-07-22,22714.978515625,1537.4051513671875,8.961482048034668,31421555646,18926100582,21435096,33.0
2022-07-23,22465.478515625,1549.2974853515625,9.011055946350098,24021799169,14998811383,21309426,31.0
2022-07-24,22609.1640625,1599.4766845703125,9.120805740356445,23565495303,17217849557,20762594,30.0
2022-07-25,21361.701171875,1445.3834228515625,8.432653427124023,35574561406,20585056021,20112411,30.0
2022-07-26,21239.75390625,1441.8067626953125,8.269173622131348,28624673855,18238563509,20555494,26.0
2022-07-27,22930.548828125,1636.232666015625,8.788488388061523,31758955233,23007524016,25629494,28.0
2022-07-28,23843.88671875,1725.4681396484375,11.997430801391602,40212386158,27231399966,136974423,32.0
2022-07-29,23804.6328125,1727.406982421875,12.53454303741455,35887249746,23249531113,218427566,39.0
2022-07-30,23656.20703125,1695.969482421875,11.632969856262207,28148218301,15576977870,62596943,42.0
2022-07-31,23336.896484375,1681.517333984375,11.51546859741211,23553591896,14200735370,37262481,39.0
2022-08-01,23314.19921875,1635.19580078125,11.234585762023926,25849159141,16191371176,33317088,33.0
2022-08-02,22978.1171875,1632.9454345703125,11.063517570495605,28389250717,20426082309,33090399,31.0
2022-08-03,22846.5078125,1618.87451171875,10.802254676818848,26288169966,16786218830,31800634,34.0
2022-08-04,22630.95703125,1608.205810546875,11.052048683166504,25120229769,14467440626,35694812,30.0
2022-08-05,23289.314453125,1732.254638671875,12.008163452148438,28881249043,18546491876,23505285,31.0
2022-08-06,22961.279296875,1691.6580810546875,11.649256706237793,15978259885,11757911705,8055854,31.0
2022-08-07,23175.890625,1699.350830078125,11.716970443725586,15886817043,10252090340,11774505,30.0
2022-08-08,23809.486328125,1775.51611328125,11.726396560668945,28575544847,16841424404,15259301,30.0
2022-08-09,23164.318359375,1703.0250244140625,11.33457088470459,23555719219,16368619692,9049201,42.0
2022-08-10,23947.642578125,1851.74267578125,12.136554718017578,32837431722,23512477984,17680107,31.0
2022-08-11,23957.529296875,1881.22412109375,11.768964767456055,37127036580,23826986482,10376703,41.0
2022-08-12,24402.818359375,1957.2464599609375,12.391518592834473,27265804688,17168141904,60653770,42.0
2022-08-13,24424.068359375,1981.3365478515625,12.17877197265625,22987346289,16038975216,9162101,46.0
2022-08-14,24319.333984375,1936.802001953125,11.830527305603027,22994133555,14062754456,8091015,47.0
2022-08-15,24136.97265625,1904.2281494140625,11.959259033203125,35123501685,20349931313,10312109,45.0
2022-08-16,23883.291015625,1878.139404296875,12.332386016845703,27753685646,15637578930,13104485,44.0
2022-08-17,23335.998046875,1832.9996337890625,11.323328018188477,30931623076,20308508124,13698841,41.0
2022-08-18,23212.73828125,1847.0078125,11.01037311553955,23747613147,14999352229,10070148,30.0
2022-08-19,20877.552734375,1612.9873046875,9.79110336303711,40509610260,25906358731,14776401,33.0
2022-08-20,21166.060546875,1577.0037841796875,9.99254035949707,27595671000,18334580263,15164410,29.0
2022-08-21,21534.12109375,1619.3189697265625,10.375784873962402,23102307723,15849221752,5720820,27.0
2022-08-22,21398.908203125,1622.505859375,10.094945907592773,31666498758,18557078599,7170482,29.0
2022-08-23,21528.087890625,1662.7698974609375,10.606863975524902,31878280659,18322041914,10882006,28.0
2022-08-24,21395.01953125,1657.0592041015625,11.105246543884277,31962253368,16780932907,15564614,25.0
2022-08-25,21600.904296875,1696.45703125,11.370623588562012,31028679593,14818795695,15143175,25.0
2022-08-26,20260.01953125,1507.7828369140625,10.53768253326416,42326789564,26713710143,21205647,27.0
2022-08-27,20041.73828125,1491.39501953125,10.012454986572266,30116729776,18120831899,10076148,28.0
2022-08-28,19616.814453125,1430.54736328125,9.499597549438477,24366810591,12823572918,9534168,28.0
2022-08-29,20297.994140625,1553.037353515625,10.243291854858398,32637854078,17965837488,8650446,24.0
2022-08-30,19796.80859375,1523.8388671875,10.103919982910156,34483360283,21835784470,9237797,27.0
2022-08-31,20049.763671875,1553.6849365234375,10.133846282958984,33225232872,20591680941,7936080,23.0
2022-09-01,20127.140625,1586.1767578125,10.075957298278809,30182031010,16434276817,7869221,20.0
2022-09-02,19969.771484375,1577.220458984375,10.169025421142578,29123998928,17708478709,8426317,25.0
2022-09-03,19832.087890625,1556.8726806640625,10.161088943481445,23613051457,9516825994,6587379,21.0
2022-09-04,19986.712890625,1577.6416015625,10.530647277832031,25245861652,8884144998,8820866,20.0
2022-09-05,19812.37109375,1617.1832275390625,10.790497779846191,28813460025,13060541168,9064271,23.0
2022-09-06,18837.66796875,1561.74853515625,9.495097160339355,43403978910,22946059125,11952617,22.0
2022-09-07,19290.32421875,1629.9063720703125,10.194623947143555,35239757134,19560363854,8151739,24.0
2022-09-08,19329.833984375,1635.34765625,9.922245979309082,32194477850,17621046717,13667413,20.0
2022-09-09,21381.15234375,1719.08544921875,10.702889442443848,48469528171,20242323690,13195024,22.0
2022-09-10,21680.5390625,1776.2037353515625,10.952103614807129,36913738894,13130928217,21331871,28.0
2022-09-11,21769.255859375,1761.800048828125,11.224003791809082,34493951963,12464301922,9659858,26.0
2022-09-12,22370.44921875,1713.7652587890625,10.981134414672852,50212088965,17688391310,10281627,25.0
2022-09-13,20296.70703125,1580.7879638671875,9.792718887329102,51091116622,23066821734,13203441,34.0
2022-09-14,20241.08984375,1634.7550048828125,9.961902618408203,37872380889,17897150206,6721873,27.0
2022-09-15,19701.2109375,1471.6934814453125,9.277275085449219,36389011503,26946275878,9677450,28.0
2022-09-16,19772.583984375,1432.44775390625,9.40477180480957,30123362273,16764804299,8118406,20.0
2022-09-17,20127.576171875,1469.74169921875,9.62522029876709,24957448100,10798098671,4161261,22.0
2022-09-18,19419.505859375,1335.3291015625,8.674872398376465,31254779144,15762284723,6949912,27.0
2022-09-19,19544.12890625,1377.5413818359375,9.105730056762695,40177002624,18712714223,8979470,21.0
2022-09-20,18890.7890625,1324.38818359375,8.997262954711914,36791346508,14722317220,6522570,23.0
2022-09-21,18547.400390625,1252.6077880859375,8.798112869262695,46363793975,20643507800,9227968,23.0
2022-09-22,19413.55078125,1327.68017578125,9.483434677124023,41135767926,18461527259,6515707,22.0
2022-09-23,19297.638671875,1328.259521484375,9.56149673461914,38896078052,18771106339,7684250,20.0
2022-09-24,18937.01171875,1317.9932861328125,9.36389446258545,26149643168,12098209717,5208507,24.0
2022-09-25,18802.09765625,1294.216796875,9.254096984863281,23359966112,11802651633,4274411,24.0
2022-09-26,19222.671875,1335.3201904296875,9.075518608093262,44148798321,16034549271,6190852,21.0
2022-09-27,19110.546875,1330.127685546875,8.932920455932617,58571439619,17870598937,11216654,20.0
2022-09-28,19426.720703125,1337.410888671875,8.861332893371582,53071298734,18994979566,5752478,20.0
2022-09-29,19573.05078125,1335.65234375,9.030877113342285,41037843771,13796915736,5891568,22.0
2022-09-30,19431.7890625,1327.9786376953125,9.014777183532715,43975248085,14250100093,5871149,21.0
2022-10-01,19312.095703125,1311.6444091796875,9.028260231018066,18719537670,6227961237,2947398,20.0
2022-10-02,19044.107421875,1276.093505859375,8.737088203430176,20765955327,7578351650,3949361,24.0
2022-10-03,19623.580078125,1323.439208984375,9.014941215515137,30484729489,10153070907,3833618,24.0
2022-10-04,20336.84375,1362.1265869140625,9.285872459411621,35887278685,10139774963,15216138,20.0
2022-10-05,20160.716796875,1352.837158203125,9.238569259643555,33223790572,9774451820,5097417,25.0
2022-10-06,19955.443359375,1351.70947265625,9.420331954956055,34711412966,12033514861,9222550,26.0
2022-10-07,19546.849609375,1332.5169677734375,9.269412994384766,29227315390,10061619355,3887623,23.0
2022-10-08,19416.568359375,1315.50048828125,9.213269233703613,16437423167,5804676208,3663216,24.0
2022-10-09,19446.42578125,1322.604248046875,9.371072769165039,16837262532,5486230123,2557568,22.0
2022-10-10,19141.484375,1291.337646484375,9.11677074432373,27425022774,8794491050,4490285,22.0
2022-10-11,19051.41796875,1279.57568359375,8.827502250671387,28711532910,9274845260,4079985,24.0
2022-10-12,19157.4453125,1294.9063720703125,8.848410606384277,24950173846,8355638578,2861696,20.0
2022-10-13,19382.904296875,1288.1239013671875,8.673800468444824,44219840004,17499038202,7422104,20.0
2022-10-14,19185.65625,1297.422119140625,8.425039291381836,38452356727,13113767755,3593291,24.0
2022-10-15,19067.634765625,1274.8717041015625,8.452705383300781,16192235532,6798512624,3196831,24.0
2022-10-16,19268.09375,1306.296630859375,8.698433876037598,17988916650,7491625206,3088132,24.0
2022-10-17,19550.7578125,1331.713623046875,8.881307601928711,27472552998,9401189650,3534579,20.0
2022-10-18,19334.416015625,1310.447021484375,8.694807052612305,30580012344,10416747806,3855494,22.0
2022-10-19,19139.53515625,1285.7442626953125,8.395480155944824,22425387184,8350692785,3533212,23.0
2022-10-20,19053.740234375,1283.200927734375,8.825151443481445,24493974420,9009111996,5428630,23.0
2022-10-21,19172.46875,1299.9464111328125,8.77706527709961,32459287866,10412565245,4718031,23.0
2022-10-22,19208.189453125,1314.2991943359375,8.801302909851074,16104440957,7175324564,3127589,20.0
2022-10-23,19567.0078125,1363.447021484375,8.969429016113281,22128794335,9909510925,3445036,23.0
2022-10-24,19345.572265625,1344.99853515625,8.697430610656738,30202235805,13092820173,3814720,22.0
2022-10-25,20095.857421875,1461.6654052734375,8.9622802734375,47761524910,25367291294,4036493,20.0
2022-10-26,20770.44140625,1566.566650390625,9.311827659606934,58895950537,32705548427,4999185,33.0
2022-10-27,20285.8359375,1514.3748779296875,9.03937816619873,49625110402,22813499245,5729633,32.0
2022-10-28,20595.3515625,1555.4779052734375,9.293204307556152,43994715910,19974623205,4972383,30.0
2022-10-29,20818.4765625,1619.698486328125,9.424071311950684,40369840645,21618154775,7044999,34.0
2022-10-30,20635.603515625,1590.7833251953125,9.326664924621582,31486345556,13930073427,4737285,34.0
2022-10-31,20495.7734375,1572.7144775390625,9.381072044372559,45668466815,19306919714,6515607,31.0
2022-11-01,20485.2734375,1579.70458984375,9.427515983581543,39819303159,14507311208,3881841,30.0
2022-11-02,20159.50390625,1519.7117919921875,9.147331237792969,55552169483,23254218281,6469739,30.0
2022-11-03,20209.98828125,1531.541748046875,10.24717903137207,43228750179,14248351007,45067490,30.0
2022-11-04,21147.23046875,1645.0933837890625,10.626662254333496,64072727950,20806964347,8879843,30.0
2022-11-05,21282.69140625,1627.968017578125,10.352750778198242,37846047609,11006973190,7415987,38.0
2022-11-06,20926.486328125,1572.2347412109375,9.849100112915039,35082693210,11632744705,13657598,40.0
2022-11-07,20602.81640625,1568.59130859375,10.96712589263916,53510852236,15279963349,37336600,33.0
2022-11-08,18541.271484375,1332.8355712890625,8.621520042419434,118992465607,42048003440,31521749,31.0
2022-11-09,15880.7802734375,1100.1697998046875,7.112736225128174,102905151606,38864492427,18036764,29.0
2022-11-10,17586.771484375,1299.464599609375,8.03516674041748,83202283721,28581002122,14833834,22.0
2022-11-11,17034.29296875,1287.2210693359375,7.649827003479004,55871616488,20920539099,10323561,25.0
2022-11-12,16799.185546875,1255.268310546875,6.79380989074707,29717699419,10964962767,7381573,21.0
2022-11-13,16353.365234375,1221.8192138671875,6.704306125640869,27209183682,10717455214,6624174,22.0
2022-11-14,16618.19921875,1241.604248046875,6.921374797821045,49630243054,15028035663,5846537,24.0
2022-11-15,16884.61328125,1251.7362060546875,7.33082914352417,36599436183,11798011594,6012347,22.0
2022-11-16,16669.439453125,1215.6025390625,7.137800216674805,33925512989,11939561598,5139455,23.0
2022-11-17,16687.517578125,1200.80859375,7.2856011390686035,27868914022,9723646871,4115264,20.0
2022-11-18,16697.77734375,1212.30029296875,7.27629280090332,26862218609,7979913378,2982781,23.0
2022-11-19,16711.546875,1218.4267578125,7.401035785675049,16106223492,5978745776,3228699,23.0
2022-11-20,16291.83203125,1142.4666748046875,6.9407172203063965,21313378652,9651002684,3355177,24.0
2022-11-21,15787.2841796875,1108.35302734375,6.950676918029785,37429485518,14080099208,4224991,21.0
2022-11-22,16189.76953125,1135.1734619140625,7.1420698165893555,30726828760,12040670755,3735195,22.0
2022-11-23,16610.70703125,1183.1995849609375,7.324714183807373,32958875628,11242676044,3757101,22.0
2022-11-24,16604.46484375,1203.983154296875,7.4169111251831055,26129037414,9706372376,3672818,20.0
2022-11-25,16521.841796875,1198.9259033203125,7.500126838684082,18678255976,5483308196,4644538,20.0
2022-11-26,16464.28125,1205.89794921875,7.370591163635254,18000008764,5074160558,7713901,22.0
2022-11-27,16444.626953125,1195.126953125,7.436141014099121,20443898509,4486976868,4181631,26.0
2022-11-28,16217.322265625,1170.086181640625,7.457034111022949,27743025156,7275411870,4245120,28.0
2022-11-29,16444.982421875,1216.9012451171875,7.426473140716553,23581685468,7639405818,3760292,26.0
2022-11-30,17168.56640625,1295.6885986328125,7.552492141723633,29523576583,9836925304,4272595,29.0
2022-12-01,16967.1328125,1276.27392578125,7.50482702255249,22895392882,6857935276,4670445,27.0
2022-12-02,17088.66015625,1294.3033447265625,7.618926048278809,19539705127,6213645709,4397004,27.0
